0.0	5406507	228163
0.10000000000000001	5.94716e+06	233947.09511897602
0.20000000000000001	6.48781e+06	239251.64905065025
0.30000000000000004	7.02846e+06	244160.99648202606
0.40000000000000002	7.56911e+06	248739.93906140135
0.5	8.10976e+06	253039.22980842827
0.60000000000000009	8.65041e+06	257099.32941631676
0.70000000000000007	9.19106e+06	260953.70012454776
0.80000000000000004	9.73171e+06	264634.73725494929
0.90000000000000002	1.02724e+07	268190.61874738766
1.0	10813014	271848.0
1.1000000000000001	1.13537e+07	274777.61130554363
1.2000000000000002	1.18943e+07	277894.47834849282
1.3	1.2435e+07	280968.09859783633
1.4000000000000001	1.29756e+07	283827.14384069055
1.5	1.35163e+07	286957.36324234377
1.6000000000000001	1.40569e+07	289769.52677328896
1.7000000000000002	1.45976e+07	292609.6008693045
1.8	1.51382e+07	295031.22467615682
1.9000000000000001	1.56789e+07	298359.99822903954
2.0	16219521	300748.62472000002
2.1000000000000001	1.67602e+07	300525.97994480684
2.2000000000000002	1.73008e+07	305081.85330575425
2.3000000000000003	1.78415e+07	310827.71422754001
2.4000000000000004	1.83821e+07	313271.77386625018
2.5	1.89228e+07	309636.98855468747
2.6000000000000001	1.94634e+07	310579.57612221694
2.7000000000000002	2.00041e+07	322123.28995632392
2.8000000000000003	2.05447e+07	317255.10022988805
2.9000000000000004	2.10854e+07	319303.20307703735
3.0	21626028	314134.73887
3.1000000000000001	2.21667e+07	319329.69503590919
3.2000000000000002	2.27073e+07	333913.36079415277
3.3000000000000003	2.3248e+07	348994.2155662406
3.4000000000000004	2.37886e+07	335272.45323600055
3.5	2.43293e+07	326276.85756484373
3.6000000000000001	2.48699e+07	315682.40828844556
3.7000000000000002	2.54106e+07	337905.91065885848
3.8000000000000003	2.59512e+07	353538.90531248203
3.9000000000000004	2.64919e+07	357243.66351937124
4.0	27032535	377085.39968000003
4.1000000000000005	2.75732e+07	394524.24109946488
4.2000000000000002	2.81138e+07	305386.40866407997
4.2999999999999998	2.86545e+07	399435.45878589235
4.4000000000000004	2.91951e+07	360469.21838393348
4.5	2.97358e+07	270761.13963484374
4.6000000000000005	3.02764e+07	286677.12042449316
4.7000000000000002	3.08171e+07	419416.55089390907
4.8000000000000007	3.13577e+07	290085.28834385879
4.9000000000000004	3.18984e+07	382477.11625703215
